num,Generalized functional category,log2FC,p-value
1264,Other,-0.340211773549195,p > 0.05
1265,Other,0.336515147158731,p > 0.05
1266,Other,-0.290041651154825,p > 0.05
1267,Other,-0.310151975700744,p > 0.05
1268,Other,0.379247097205675,p > 0.05
1269,Other,0.308955472321792,p > 0.05
1270,Other,0.233404505463873,p > 0.05
1271,Other,-0.246733638561956,p > 0.05
1272,Other,-0.287739569660668,p > 0.05
1273,Other,-0.388689741658668,p > 0.05
1274,Other,-0.853017784715017,p > 0.05
1275,Other,0.302775232146682,p > 0.05
1276,Other,0.32761986985557,p > 0.05
1277,Other,0.303889400179343,p > 0.05
1278,Other,0.309321191734701,p > 0.05
1279,Other,-0.225312128619419,p > 0.05
1280,Other,0.274237258662374,p > 0.05
1281,Other,-0.604973951512595,p > 0.05
1282,Other,0.232071368895706,p > 0.05
1283,Other,-0.32554141450242,p > 0.05
1284,Other,-1.0484138276061,p > 0.05
1285,Other,0.255007986056581,p > 0.05
1286,Other,0.404443810849965,p > 0.05
1287,Other,0.238666212976556,p > 0.05
1288,Other,0.270517554690026,p > 0.05
1289,Other,0.337350811854934,p > 0.05
1290,Other,-0.635616205371661,p > 0.05
1291,Other,-0.264253080943082,p > 0.05
1292,Other,0.30664147322394,p > 0.05
1293,Other,-0.326407345052183,p > 0.05
1294,Other,-0.434229125387748,p > 0.05
1295,Other,-0.538406773687801,p > 0.05
1296,Other,-0.368981185407216,p > 0.05
1297,Other,-0.32569701500988,p > 0.05
1298,Other,-1.203604589438,p > 0.05
1299,Other,-0.327427261388969,p > 0.05
1300,Other,0.358550059029829,p > 0.05
1301,Other,-0.4172696426484,p > 0.05
1302,Other,-0.707933532023639,p > 0.05
1303,Other,-0.230884108445215,p > 0.05
1304,Other,0.51481770181598,p > 0.05
1305,Other,-0.535606446986957,p > 0.05
1306,Other,-0.20457906279052,p > 0.05
1307,Other,0.334401843943878,p > 0.05
1308,Other,-2.45227614435609,p > 0.05
1309,Other,0.415783468656571,p > 0.05
1310,Other,0.252723410968429,p > 0.05
1311,Other,-3.55095092176851,p > 0.05
1312,Other,0.267568700961825,p > 0.05
1313,Other,-3.54026381896601,p > 0.05
1314,Other,0.284432248143368,p > 0.05
1315,Other,0.380016128286494,p > 0.05
1316,Other,0.337934897404114,p > 0.05
1317,Other,-0.415055832067873,p > 0.05
1318,Other,0.25724149797115,p > 0.05
1319,Other,-0.212491550482996,p > 0.05
1320,Other,0.253203132355678,p > 0.05
1321,Other,0.327388883338559,p > 0.05
1322,Other,0.261552351178576,p > 0.05
1323,Other,0.558399107446848,p > 0.05
1324,Other,0.248993082708768,p > 0.05
1325,Other,0.423427656932661,p > 0.05
1326,Other,-0.342681494984888,p > 0.05
1327,Other,0.587678248925377,p > 0.05
1328,Other,-0.316239959662938,p > 0.05
1329,Other,-0.236092567317529,p > 0.05
1330,Other,0.310667642183597,p > 0.05
1331,Other,-0.284893412240087,p > 0.05
1332,Other,0.401161656513145,p > 0.05
1333,Other,0.319257939014595,p > 0.05
1334,Other,3.02302613238339,p > 0.05
1335,Other,0.378479718839163,p > 0.05
1336,Other,-0.331770438167581,p > 0.05
1337,Other,-0.284848902310598,p > 0.05
1338,Other,0.181226734978454,p > 0.05
1339,Other,0.241494310852487,p > 0.05
1340,Other,-0.424289636818892,p > 0.05
1341,Other,-0.622727428731957,p > 0.05
1342,Other,-0.248155866978259,p > 0.05
1343,Other,-0.244400943764264,p > 0.05
1344,Other,-0.443206742999146,p > 0.05
1345,Other,0.199248300266168,p > 0.05
1346,Other,-0.198267551989582,p > 0.05
1347,Other,0.34014475676741,p > 0.05
1348,Other,0.537076701185058,p > 0.05
1349,Other,0.324725625841324,p > 0.05
1350,Other,-0.303408310092413,p > 0.05
1351,Other,-0.881641264507551,p > 0.05
1352,Other,0.306813584241378,p > 0.05
1353,Other,-0.453650110607029,p > 0.05
1354,Other,-0.608992801722265,p > 0.05
1355,Other,0.233305980084664,p > 0.05
1356,Other,0.642575766161278,p > 0.05
1357,Other,0.50645466393862,p > 0.05
1358,Other,0.193536254426226,p > 0.05
1359,Other,-0.573426879597615,p > 0.05
1360,Other,-0.283514756117739,p > 0.05
1361,Other,0.30721139487206,p > 0.05
1362,Other,-0.529159968959496,p > 0.05
1363,Other,0.323721423536682,p > 0.05
1364,Other,0.455857905072341,p > 0.05
1365,Other,0.265871442995666,p > 0.05
1366,Other,0.470745496749491,p > 0.05
1367,Other,0.27107210761444,p > 0.05
1368,Other,0.278506834147232,p > 0.05
1369,Other,0.278965076496389,p > 0.05
1370,Other,-0.263675542284419,p > 0.05
1371,Other,-0.27457581944028,p > 0.05
1372,Other,-0.411432992346866,p > 0.05
1373,Other,-0.361936023892363,p > 0.05
1374,Other,0.234283754010868,p > 0.05
1375,Other,0.266221640112438,p > 0.05
1376,Other,0.262397667434559,p > 0.05
1377,Other,-2.32282636278972,p > 0.05
1378,Other,0.176385437416257,p > 0.05
1379,Other,-0.266574706980937,p > 0.05
1380,Other,0.31553476817753,p > 0.05
1381,Other,-0.355863874103838,p > 0.05
1382,Other,0.40319882744312,p > 0.05
1383,Other,0.271838148077848,p > 0.05
1384,Other,0.261704549307328,p > 0.05
1385,Other,0.246093495818515,p > 0.05
1386,Other,-1.79040105771767,p > 0.05
1387,Other,0.291761937895763,p > 0.05
1388,Other,0.251413279766582,p > 0.05
1389,Other,-0.292720716514849,p > 0.05
1390,Other,-0.267211671066012,p > 0.05
1391,Other,-0.341860729133563,p > 0.05
1392,Other,0.781005873933891,p > 0.05
1393,Other,-0.392296116042793,p > 0.05
1394,Other,0.215796255167774,p > 0.05
1395,Other,-0.44735745247794,p > 0.05
1396,Other,0.2048226579593,p > 0.05
1397,Other,0.235264729419405,p > 0.05
1398,Other,0.248371679263289,p > 0.05
1399,Other,-0.255082635326194,p > 0.05
1400,Other,-0.268579326888553,p > 0.05
1401,Other,0.289487173454197,p > 0.05
1402,Other,-0.35674971150094,p > 0.05
1403,Other,-0.251939516265217,p > 0.05
1404,Other,-0.743631763720303,p > 0.05
1405,Other,-0.207651880969013,p > 0.05
1406,Other,0.216734706031626,p > 0.05
1407,Other,0.221651118942095,p > 0.05
1408,Other,-0.431191426906662,p > 0.05
1409,Other,0.263924519539933,p > 0.05
1410,Other,-0.514776465226608,p > 0.05
1411,Other,0.307606278279134,p > 0.05
1412,Other,-0.587788303056297,p > 0.05
1413,Other,0.24561644152683,p > 0.05
1414,Other,0.261571053428212,p > 0.05
1415,Other,-0.203418130513528,p > 0.05
1416,Other,-2.35187238022434,p > 0.05
1417,Other,0.222882189818297,p > 0.05
1418,Other,-0.448626039804702,p > 0.05
1419,Other,0.307111903542353,p > 0.05
1420,Other,-0.206770876588176,p > 0.05
1421,Other,-0.207783902793077,p > 0.05
1422,Other,0.364774613662212,p > 0.05
1423,Other,-0.193162805586674,p > 0.05
1424,Other,0.24138404804066,p > 0.05
1425,Other,-2.27480240790941,p > 0.05
1426,Other,0.56927454648158,p > 0.05
1427,Other,-0.349808085600316,p > 0.05
1428,Other,-0.292996178152411,p > 0.05
1429,Other,0.180352195592666,p > 0.05
1430,Other,0.334736036144445,p > 0.05
1431,Other,-0.295082754583163,p > 0.05
1432,Other,0.349174876905833,p > 0.05
1433,Other,-0.246578251060996,p > 0.05
1434,Other,-0.246399396591457,p > 0.05
1435,Other,-0.592042784964789,p > 0.05
1436,Other,-0.169877649777916,p > 0.05
1437,Other,0.276506846735415,p > 0.05
1438,Other,0.318167955449599,p > 0.05
1439,Other,-0.250401627041764,p > 0.05
1440,Other,-0.193147648537144,p > 0.05
1441,Other,1.34684234815985,p > 0.05
1442,Other,-0.298192253489803,p > 0.05
1443,Other,0.234392232893954,p > 0.05
1444,Other,-0.442778471194883,p > 0.05
1445,Other,-0.21405189721043,p > 0.05
1446,Other,-0.506178666425915,p > 0.05
1447,Other,-0.567161478691483,p > 0.05
1448,Other,-0.521039045265119,p > 0.05
1449,Other,-0.192832596633653,p > 0.05
1450,Other,0.785907821756517,p > 0.05
1451,Other,-0.654981415951644,p > 0.05
1452,Other,0.228887410442448,p > 0.05
1453,Other,-0.524992900057465,p > 0.05
1454,Other,-0.21971550776346,p > 0.05
1455,Other,0.431194443018299,p > 0.05
1456,Other,-0.192391456750013,p > 0.05
1457,Other,0.250467266155778,p > 0.05
1458,Other,0.293934080262636,p > 0.05
1459,Other,0.297992276826042,p > 0.05
1460,Other,0.201661409243365,p > 0.05
1461,Other,0.349645666006698,p > 0.05
1462,Other,-0.301806865339834,p > 0.05
1463,Other,-0.245166762660664,p > 0.05
1464,Other,0.217768769148178,p > 0.05
1465,Other,-0.332493742679789,p > 0.05
1466,Other,-0.34863366821138,p > 0.05
1467,Other,-0.173390693752512,p > 0.05
1468,Other,-0.666062157690564,p > 0.05
1469,Other,0.222241451617091,p > 0.05
1470,Other,0.241325264220191,p > 0.05
1471,Other,0.317233412894043,p > 0.05
1472,Other,-0.243371584802975,p > 0.05
1473,Other,0.199870673059912,p > 0.05
1474,Other,1.27396611224345,p > 0.05
1475,Other,0.274126927328741,p > 0.05
1476,Other,0.22759025255301,p > 0.05
1477,Other,0.608814140018273,p > 0.05
1478,Other,0.240073568968924,p > 0.05
1479,Other,0.190699907907515,p > 0.05
1480,Other,0.235681595493687,p > 0.05
1481,Other,-2.21187642951009,p > 0.05
1482,Other,0.295285210860631,p > 0.05
1483,Other,-0.249303745190125,p > 0.05
1484,Other,-0.314614834793025,p > 0.05
1485,Other,-0.577640321642083,p > 0.05
1486,Other,0.225592366020356,p > 0.05
1487,Other,0.407345047866999,p > 0.05
1488,Other,-0.249620784335161,p > 0.05
1489,Other,-1.32433046972069,p > 0.05
1490,Other,0.29061395495774,p > 0.05
1491,Other,0.189504721473562,p > 0.05
1492,Other,0.32447627485945,p > 0.05
1493,Other,0.758541770005227,p > 0.05
1494,Other,-0.215262765872691,p > 0.05
1495,Other,-0.17765843486124,p > 0.05
1496,Other,0.28785293331204,p > 0.05
1497,Other,0.391481479442967,p > 0.05
1498,Other,-0.351527185296623,p > 0.05
1499,Other,-0.908791867349286,p > 0.05
1500,Other,0.439456394310353,p > 0.05
1501,Other,-0.27419036011288,p > 0.05
1502,Other,0.242818156480756,p > 0.05
1503,Other,0.888807510001642,p > 0.05
1504,Other,0.242388137725091,p > 0.05
1505,Other,-0.272396021043093,p > 0.05
1506,Other,-0.205963487278533,p > 0.05
1507,Other,-0.214174748391209,p > 0.05
1508,Other,0.303466737461929,p > 0.05
1509,Other,0.257695086162568,p > 0.05
1510,Other,0.287637969673273,p > 0.05
1511,Other,-0.236544596155972,p > 0.05
1512,Other,-0.271406276127781,p > 0.05
1513,Other,-0.367688197447363,p > 0.05
1514,Other,-0.214014952067258,p > 0.05
1515,Other,-0.881768892868541,p > 0.05
1516,Other,0.188682963541715,p > 0.05
1517,Other,-0.7879641093549,p > 0.05
1518,Other,-0.351824089008858,p > 0.05
1519,Other,-0.34621128104139,p > 0.05
1520,Other,-0.244457739226433,p > 0.05
1521,Other,0.255665841258702,p > 0.05
1522,Other,-0.169500584486741,p > 0.05
1523,Other,-0.185857043199052,p > 0.05
1524,Other,-0.355288849143083,p > 0.05
1525,Other,0.214994545520988,p > 0.05
1526,Other,-0.367328321370598,p > 0.05
1527,Other,0.231490778550668,p > 0.05
1528,Other,0.213686773915284,p > 0.05
1529,Other,0.169983294319289,p > 0.05
1530,Other,-0.201895035728608,p > 0.05
1531,Other,0.346980116521721,p > 0.05
1532,Other,0.194228265994211,p > 0.05
1533,Other,-2.10845877134607,p > 0.05
1534,Other,-0.195296634488501,p > 0.05
1535,Other,-0.261845305576246,p > 0.05
1536,Other,0.364118048482449,p > 0.05
1537,Other,0.25196469324977,p > 0.05
1538,Other,-0.344309678972444,p > 0.05
1539,Other,0.207585122104564,p > 0.05
1540,Other,0.541679394917014,p > 0.05
1541,Other,0.613255044321064,p > 0.05
1542,Other,-0.463206153386728,p > 0.05
1543,Other,-0.176879446098176,p > 0.05
1544,Other,-0.287441256528238,p > 0.05
1545,Other,-0.162048782424756,p > 0.05
1546,Other,0.266027942305876,p > 0.05
1547,Other,-0.230813182683469,p > 0.05
1548,Other,0.266862612812854,p > 0.05
1549,Other,0.308711253269648,p > 0.05
1550,Other,-0.470422566361731,p > 0.05
1551,Other,-0.202556382653567,p > 0.05
1552,Other,0.18378014914407,p > 0.05
1553,Other,0.311354702081103,p > 0.05
1554,Other,-0.668180182147771,p > 0.05
1555,Other,0.281682936697853,p > 0.05
1556,Other,-0.413970746565115,p > 0.05
1557,Other,0.234651168765091,p > 0.05
1558,Other,-0.245960557972546,p > 0.05
1559,Other,0.367464318736873,p > 0.05
1560,Other,0.2688574450138,p > 0.05
1561,Other,0.210397432606983,p > 0.05
1562,Other,-0.385299516236147,p > 0.05
1563,Other,0.365958079798408,p > 0.05
1564,Other,-0.472805559509363,p > 0.05
1565,Other,0.185623071979272,p > 0.05
1566,Other,0.252912139685579,p > 0.05
1567,Other,-0.415557517295691,p > 0.05
1568,Other,-0.16709521740643,p > 0.05
1569,Other,-0.325493627588235,p > 0.05
1570,Other,0.238879713191039,p > 0.05
1571,Other,0.382750717631964,p > 0.05
1572,Other,-0.283084809329077,p > 0.05
1573,Other,-0.562793930338277,p > 0.05
1574,Other,-0.34803375700835,p > 0.05
1575,Other,-0.200329812566571,p > 0.05
1576,Other,0.195226158806852,p > 0.05
1577,Other,-0.393791369506615,p > 0.05
1578,Other,-0.167966453656315,p > 0.05
1579,Other,-0.182304753787837,p > 0.05
1580,Other,0.312398672537697,p > 0.05
1581,Other,0.226810425639023,p > 0.05
1582,Other,-0.208895992878796,p > 0.05
1583,Other,0.303380406071855,p > 0.05
1584,Other,-0.160907284108615,p > 0.05
1585,Other,-0.244037677775481,p > 0.05
1586,Other,-0.166505240797342,p > 0.05
1587,Other,-0.49350796200309,p > 0.05
1588,Other,1.12068131025489,p > 0.05
1589,Other,0.22857071756793,p > 0.05
1590,Other,0.169121640379652,p > 0.05
1591,Other,0.189382598604162,p > 0.05
1592,Other,-0.137843384835616,p > 0.05
1593,Other,0.153849521364812,p > 0.05
1594,Other,0.301546731889875,p > 0.05
1595,Other,0.282777906405621,p > 0.05
1596,Other,-0.358113023537643,p > 0.05
1597,Other,0.203909532830945,p > 0.05
1598,Other,-0.263303041697283,p > 0.05
1599,Other,0.299191508655739,p > 0.05
1600,Other,-0.219982233252748,p > 0.05
1601,Other,-0.778558791373709,p > 0.05
1602,Other,0.244941443168284,p > 0.05
1603,Other,0.201366436548309,p > 0.05
1604,Other,0.220863224487019,p > 0.05
1605,Other,0.451741351140056,p > 0.05
1606,Other,-1.46482453794247,p > 0.05
1607,Other,0.291568739708161,p > 0.05
1608,Other,-0.258931858544907,p > 0.05
1609,Other,-0.175815351037441,p > 0.05
1610,Other,0.372973345547494,p > 0.05
1611,Other,-0.425799632463873,p > 0.05
1612,Other,0.207633265982156,p > 0.05
1613,Other,-0.248679155906747,p > 0.05
1614,Other,-0.204964263223716,p > 0.05
1615,Other,0.192281832680931,p > 0.05
1616,Other,-0.202157937322896,p > 0.05
1617,Other,0.398465495589881,p > 0.05
1618,Other,0.20399592829609,p > 0.05
1619,Other,0.218558863546526,p > 0.05
1620,Other,-0.187075532197572,p > 0.05
1621,Other,-0.180195690469977,p > 0.05
1622,Other,-0.208425816573114,p > 0.05
1623,Other,-0.205686914223933,p > 0.05
1624,Other,0.208544542814432,p > 0.05
1625,Other,0.140872576604848,p > 0.05
1626,Other,-0.257485021121999,p > 0.05
1627,Other,0.328641148958769,p > 0.05
1628,Other,0.356132321631047,p > 0.05
1629,Other,0.257424174645247,p > 0.05
1630,Other,-0.233926756766803,p > 0.05
1631,Other,0.152594171595668,p > 0.05
1632,Other,-0.181696837206263,p > 0.05
1633,Other,0.194971138931902,p > 0.05
1634,Other,-0.309416392825768,p > 0.05
1635,Other,-0.202302702039805,p > 0.05
1636,Other,0.279681210274496,p > 0.05
1637,Other,-0.167525466639495,p > 0.05
1638,Other,0.24224335372275,p > 0.05
1639,Other,0.163882441947881,p > 0.05
1640,Other,-0.206115958102292,p > 0.05
1641,Other,0.263251304000454,p > 0.05
1642,Other,0.161424363554912,p > 0.05
1643,Other,0.224234357148717,p > 0.05
1644,Other,-0.445606615627292,p > 0.05
1645,Other,-0.161734427171626,p > 0.05
1646,Other,-0.2383811020724,p > 0.05
1647,Other,0.188197710709945,p > 0.05
1648,Other,-0.217842376030218,p > 0.05
1649,Other,0.173523773688364,p > 0.05
1650,Other,-1.02031063831779,p > 0.05
1651,Other,-0.196435971341567,p > 0.05
1652,Other,0.157328417399543,p > 0.05
1653,Other,-0.136071656595626,p > 0.05
1654,Other,0.170197285254181,p > 0.05
1655,Other,0.26527428972417,p > 0.05
1656,Other,0.200161398987859,p > 0.05
1657,Other,-0.164996920057703,p > 0.05
1658,Other,0.308637650001531,p > 0.05
1659,Other,0.2162784172239,p > 0.05
1660,Other,-0.163627093217068,p > 0.05
1661,Other,-0.17035275685616,p > 0.05
1662,Other,0.155897924883592,p > 0.05
1663,Other,-0.400251637678198,p > 0.05
1664,Other,0.14326029765432,p > 0.05
1665,Other,-0.139920377696723,p > 0.05
1666,Other,-0.153225352083665,p > 0.05
1667,Other,-0.218057332033987,p > 0.05
1668,Other,-0.190849336200115,p > 0.05
1669,Other,0.204436454067245,p > 0.05
1670,Other,-0.189399522336386,p > 0.05
1671,Other,0.440161205090461,p > 0.05
1672,Other,0.256743579152536,p > 0.05
1673,Other,1.20410929877874,p > 0.05
1674,Other,-0.133827985800938,p > 0.05
1675,Other,-0.244686582684071,p > 0.05
1676,Other,-0.141036330930115,p > 0.05
1677,Other,-0.280406024715217,p > 0.05
1678,Other,0.227068207665522,p > 0.05
1679,Other,0.444686661808098,p > 0.05
1680,Other,-0.250072221265161,p > 0.05
1681,Other,0.38537429575969,p > 0.05
1682,Other,-0.172772086638548,p > 0.05
1683,Other,0.166408511894076,p > 0.05
1684,Other,-0.209908212109984,p > 0.05
1685,Other,0.172121582777389,p > 0.05
1686,Other,0.32796938762024,p > 0.05
1687,Other,0.283216081785915,p > 0.05
1688,Other,0.244530179475119,p > 0.05
1689,Other,-1.38347954292372,p > 0.05
1690,Other,-0.440182235933295,p > 0.05
1691,Other,-1.16332013860071,p > 0.05
1692,Other,0.179727921045043,p > 0.05
1693,Other,0.190741762206491,p > 0.05
1694,Other,-1.78686521462736,p > 0.05
1695,Other,0.191840390053517,p > 0.05
1696,Other,-0.656699644392413,p > 0.05
1697,Other,-2.75527029219962,p > 0.05
1698,Other,-0.264266413074633,p > 0.05
1699,Other,-0.422012633303142,p > 0.05
1700,Other,-0.22196260873677,p > 0.05
1701,Other,0.138525207698379,p > 0.05
1702,Other,-0.228515228680866,p > 0.05
1703,Other,0.267327072564471,p > 0.05
1704,Other,0.136519836743739,p > 0.05
1705,Other,-0.154203615043808,p > 0.05
1706,Other,0.224196372233022,p > 0.05
1707,Other,-0.219489717074473,p > 0.05
1708,Other,-0.782590245168333,p > 0.05
1709,Other,0.245582452050973,p > 0.05
1710,Other,0.134622214338746,p > 0.05
1711,Other,-0.256346125066309,p > 0.05
1712,Other,-0.129201130282676,p > 0.05
1713,Other,-0.221212265585964,p > 0.05
1714,Other,-0.138305016512381,p > 0.05
1715,Other,0.212026934953115,p > 0.05
1716,Other,0.303386618065719,p > 0.05
1717,Other,1.48802861173027,p > 0.05
1718,Other,0.246783278887544,p > 0.05
1719,Other,0.504966317048625,p > 0.05
1720,Other,-0.138961996886346,p > 0.05
1721,Other,0.203563001328055,p > 0.05
1722,Other,-0.158259054441087,p > 0.05
1723,Other,0.130206062311589,p > 0.05
1724,Other,-0.228711560174662,p > 0.05
1725,Other,-0.163047366037033,p > 0.05
1726,Other,0.237502459415639,p > 0.05
1727,Other,-0.244692713824135,p > 0.05
1728,Other,-0.16148544042804,p > 0.05
1729,Other,-0.757939012115211,p > 0.05
1730,Other,-0.338443260034073,p > 0.05
1731,Other,-0.201609504830654,p > 0.05
1732,Other,0.171045579726576,p > 0.05
1733,Other,0.20803096803032,p > 0.05
1734,Other,-0.239768842940237,p > 0.05
1735,Other,-0.181051016734748,p > 0.05
1736,Other,0.286955719760803,p > 0.05
1737,Other,-0.181250298452237,p > 0.05
1738,Other,0.148509852311199,p > 0.05
1739,Other,0.748135590411569,p > 0.05
1740,Other,-0.127204319053234,p > 0.05
1741,Other,-0.863955853409133,p > 0.05
1742,Other,-0.222498061971262,p > 0.05
1743,Other,0.618138778174504,p > 0.05
1744,Other,0.168541645353785,p > 0.05
1745,Other,0.151781350108153,p > 0.05
1746,Other,0.185831488128988,p > 0.05
1747,Other,0.233264110069176,p > 0.05
1748,Other,-0.184662235816021,p > 0.05
1749,Other,-0.514571580693514,p > 0.05
1750,Other,-0.173761299826981,p > 0.05
1751,Other,0.256004145409306,p > 0.05
1752,Other,-0.166796672270788,p > 0.05
1753,Other,-0.211949648398546,p > 0.05
1754,Other,-0.30508867495989,p > 0.05
1755,Other,0.264463796267147,p > 0.05
1756,Other,-0.153456644694814,p > 0.05
1757,Other,-0.182265240351398,p > 0.05
1758,Other,-0.384696946132091,p > 0.05
1759,Other,0.178263770748562,p > 0.05
1760,Other,-0.195565537326182,p > 0.05
1761,Other,0.445451842365909,p > 0.05
1762,Other,0.191287250800245,p > 0.05
1763,Other,0.206298087188707,p > 0.05
1764,Other,-0.198220940992375,p > 0.05
1765,Other,-0.197513634609652,p > 0.05
1766,Other,-0.154296617007985,p > 0.05
1767,Other,0.28997658207749,p > 0.05
1768,Other,0.161886038174922,p > 0.05
1769,Other,-0.135585082442102,p > 0.05
1770,Other,0.143405602234201,p > 0.05
1771,Other,0.167801070091517,p > 0.05
1772,Other,0.216050952969976,p > 0.05
1773,Other,-0.273705493040497,p > 0.05
1774,Other,-0.370412196694813,p > 0.05
1775,Other,-0.157860680639133,p > 0.05
1776,Other,-0.165242666305137,p > 0.05
1777,Other,-0.182636301577946,p > 0.05
1778,Other,0.136691418508777,p > 0.05
1779,Other,-0.128410196806351,p > 0.05
1780,Other,-0.261808291302316,p > 0.05
1781,Other,0.323916826741201,p > 0.05
1782,Other,0.172140685375016,p > 0.05
1783,Other,-0.29571951152974,p > 0.05
1784,Other,0.144376082063195,p > 0.05
1785,Other,-0.211916654396435,p > 0.05
1786,Other,0.155469806224319,p > 0.05
1787,Other,-0.208477656307477,p > 0.05
1788,Other,-0.561419642447977,p > 0.05
1789,Other,-0.311709527867012,p > 0.05
1790,Other,-0.379633155558777,p > 0.05
1791,Other,-0.192905608159066,p > 0.05
1792,Other,0.197812319321843,p > 0.05
1793,Other,1.14446913419105,p > 0.05
1794,Other,0.190218873070973,p > 0.05
1795,Other,-0.257744492537222,p > 0.05
1796,Other,-0.170217631286546,p > 0.05
1797,Other,0.131145570264916,p > 0.05
1798,Other,-0.968308533748436,p > 0.05
1799,Other,0.173487950280062,p > 0.05
1800,Other,-0.162787325446407,p > 0.05
1801,Other,0.14583690068,p > 0.05
1802,Other,0.238533659528292,p > 0.05
1803,Other,-0.17234335514428,p > 0.05
1804,Other,-0.382902817044943,p > 0.05
1805,Other,-0.167993880747651,p > 0.05
1806,Other,-0.190313829997995,p > 0.05
1807,Other,-1.4146471097031,p > 0.05
1808,Other,0.43693149813519,p > 0.05
1809,Other,-1.23445331345964,p > 0.05
1810,Other,0.209649780955186,p > 0.05
1811,Other,-0.22364844044783,p > 0.05
1812,Other,-0.318581843785642,p > 0.05
1813,Other,0.115369140385222,p > 0.05
1814,Other,-0.123678951928062,p > 0.05
1815,Other,-0.317370121965366,p > 0.05
1816,Other,0.125277641037411,p > 0.05
1817,Other,0.151373124560544,p > 0.05
1818,Other,-0.141591730758228,p > 0.05
1819,Other,-0.407567664636365,p > 0.05
1820,Other,-0.14386810068705,p > 0.05
1821,Other,-0.226399825795897,p > 0.05
1822,Other,-0.15585381775338,p > 0.05
1823,Other,0.141540803180426,p > 0.05
1824,Other,0.128166471616218,p > 0.05
1825,Other,0.127119483624729,p > 0.05
1826,Other,0.158458695416182,p > 0.05
1827,Other,-0.335819227194786,p > 0.05
1828,Other,0.200309774533114,p > 0.05
1829,Other,0.22242625745339,p > 0.05
1830,Other,-1.5497733547338,p > 0.05
1831,Other,0.200249078387278,p > 0.05
1832,Other,-0.165450562575551,p > 0.05
1833,Other,0.188825377738038,p > 0.05
1834,Other,-0.977805159087114,p > 0.05
1835,Other,0.363803175810144,p > 0.05
1836,Other,0.206224960851514,p > 0.05
1837,Other,0.18423965721633,p > 0.05
1838,Other,0.628974871285145,p > 0.05
1839,Other,0.121607308671074,p > 0.05
1840,Other,0.141049632653076,p > 0.05
1841,Other,-0.298018669314094,p > 0.05
1842,Other,-0.645861524632082,p > 0.05
1843,Other,0.121355647152581,p > 0.05
1844,Other,0.219920755962989,p > 0.05
1845,Other,0.136649025228849,p > 0.05
1846,Other,-0.32178967812796,p > 0.05
1847,Other,0.127622412275097,p > 0.05
1848,Other,-0.153530084651545,p > 0.05
1849,Other,-0.235256021471307,p > 0.05
1850,Other,0.163117220511735,p > 0.05
1851,Other,0.375458637312691,p > 0.05
1852,Other,0.137024100269306,p > 0.05
1853,Other,-0.245734780681042,p > 0.05
1854,Other,-0.178470098136231,p > 0.05
1855,Other,0.179255240428628,p > 0.05
1856,Other,0.168425533509295,p > 0.05
1857,Other,-0.849233848410536,p > 0.05
1858,Other,0.132473056434708,p > 0.05
1859,Other,-0.199796837468981,p > 0.05
1860,Other,0.180896668106398,p > 0.05
1861,Other,-0.296022512758062,p > 0.05
1862,Other,-0.195175233490409,p > 0.05
1863,Other,0.098371693873153,p > 0.05
1864,Other,0.234929453708374,p > 0.05
1865,Other,-0.203990807471718,p > 0.05
1866,Other,-0.112792666046415,p > 0.05
1867,Other,-0.16472753658799,p > 0.05
1868,Other,-0.1341438043237,p > 0.05
1869,Other,0.366476562991684,p > 0.05
1870,Other,-0.144300878518362,p > 0.05
1871,Other,-0.136972068233758,p > 0.05
1872,Other,-0.164207736859813,p > 0.05
1873,Other,0.127832899615887,p > 0.05
1874,Other,0.136048860570775,p > 0.05
1875,Other,0.154357753864661,p > 0.05
1876,Other,0.105115385871253,p > 0.05
1877,Other,-0.27838656281252,p > 0.05
1878,Other,-0.139951221164701,p > 0.05
1879,Other,-0.120352561814304,p > 0.05
1880,Other,-0.111156327099127,p > 0.05
1881,Other,0.391009715004822,p > 0.05
1882,Other,0.21166579725437,p > 0.05
1883,Other,-0.188293308225159,p > 0.05
1884,Other,-0.130676438327018,p > 0.05
1885,Other,-0.177362850161578,p > 0.05
1886,Other,0.11260628877737,p > 0.05
1887,Other,0.140489746046188,p > 0.05
1888,Other,-0.136539536006497,p > 0.05
1889,Other,0.096756817123571,p > 0.05
1890,Other,0.159346586748162,p > 0.05
1891,Other,0.156997800960173,p > 0.05
1892,Other,-0.113844200766136,p > 0.05
1893,Other,0.214195502650153,p > 0.05
1894,Other,0.225150283542111,p > 0.05
1895,Other,-0.22184408123952,p > 0.05
1896,Other,-0.108141556578162,p > 0.05
1897,Other,0.301887209330574,p > 0.05
1898,Other,0.124495502787854,p > 0.05
1899,Other,0.18498503409942,p > 0.05
1900,Other,-0.128036174335741,p > 0.05
1901,Other,0.122636791956775,p > 0.05
1902,Other,0.143992451089945,p > 0.05
1903,Other,0.139827292223589,p > 0.05
1904,Other,-0.134052293206681,p > 0.05
1905,Other,-0.137698204967672,p > 0.05
1906,Other,-0.174630919118681,p > 0.05
1907,Other,-0.120565308503077,p > 0.05
1908,Other,0.225978148215501,p > 0.05
1909,Other,-0.144618609792518,p > 0.05
1910,Other,0.139968244061688,p > 0.05
1911,Other,0.155291017978985,p > 0.05
1912,Other,-0.134552322663305,p > 0.05
1913,Other,-0.097621426773462,p > 0.05
