num,Generalized functional category,log2FC,p-value
594,Other,-0.671008748313469,p < 0.05
595,Other,-1.13872632667903,p < 0.05
596,Other,-1.54578026212116,p < 0.05
597,Other,-0.595379613222968,p < 0.05
598,Other,0.680261546505905,p < 0.05
599,Other,0.799644309425837,p < 0.05
600,Other,0.558930308655633,p < 0.05
601,Other,-0.881363708988999,p < 0.05
602,Other,0.630879562203022,p < 0.05
603,Other,0.815327410617581,p < 0.05
604,Other,0.688467878380403,p < 0.05
605,Other,0.665688259767029,p < 0.05
606,Other,0.684522058016767,p < 0.05
607,Other,0.575184076102253,p < 0.05
608,Other,0.693444539840857,p < 0.05
609,Other,0.504221443137999,p < 0.05
610,Other,-0.680894382085213,p < 0.05
611,Other,0.851710288716484,p < 0.05
612,Other,0.60219697245661,p < 0.05
613,Other,-0.826403025207839,p < 0.05
614,Other,0.873206362999413,p < 0.05
615,Other,0.622631667669228,p < 0.05
616,Other,-0.951233388206762,p < 0.05
617,Other,-1.70917766379349,p < 0.05
618,Other,0.602450378472477,p < 0.05
619,Other,0.590349620051328,p < 0.05
620,Other,0.689215206168958,p < 0.05
621,Other,0.717842899474687,p < 0.05
622,Other,-0.57417620765819,p < 0.05
623,Other,-0.770827253493095,p < 0.05
624,Other,2.10962079494795,p < 0.05
625,Other,0.64495154921279,p < 0.05
626,Other,0.633106799351407,p < 0.05
627,Other,-0.632021290249512,p < 0.05
628,Other,0.466523029522961,p < 0.05
629,Other,0.601472781702776,p < 0.05
630,Other,0.556302838655568,p < 0.05
631,Other,-0.726719600792708,p < 0.05
632,Other,0.550898503994607,p < 0.05
633,Other,0.520802422414919,p < 0.05
634,Other,-0.802531539457216,p < 0.05
635,Other,0.55846464115571,p < 0.05
636,Other,-0.978824808736405,p < 0.05
637,Other,0.687527802938509,p < 0.05
638,Other,-0.918939189597138,p < 0.05
639,Other,0.612516716737417,p < 0.05
640,Other,0.602129898831571,p < 0.05
641,Other,-0.808494335367733,p < 0.05
642,Other,0.564303046343473,p < 0.05
643,Other,-0.823524626071905,p < 0.05
644,Other,0.466011053362366,p < 0.05
645,Other,0.618954236369033,p < 0.05
646,Other,0.634160309148196,p < 0.05
647,Other,0.59413987210874,p < 0.05
648,Other,1.80584904377127,p < 0.05
649,Other,-0.74290404479809,p < 0.05
650,Other,0.53653033578981,p < 0.05
651,Other,0.587635836830029,p < 0.05
652,Other,-0.659248373373289,p < 0.05
653,Other,0.721133515629119,p < 0.05
654,Other,0.885138844640867,p < 0.05
655,Other,0.556828158362786,p < 0.05
656,Other,0.561376998614598,p < 0.05
657,Other,-1.05099130855818,p < 0.05
658,Other,0.791767795487259,p < 0.05
659,Other,0.870562464473943,p < 0.05
660,Other,0.828219054970704,p < 0.05
661,Other,-0.596650194121542,p < 0.05
662,Other,0.522307299006506,p < 0.05
663,Other,0.403776071162452,p < 0.05
664,Other,0.550924094071011,p < 0.05
665,Other,-0.930156226978212,p < 0.05
666,Other,0.63407698884838,p < 0.05
667,Other,-0.534756829782744,p < 0.05
668,Other,-0.530407068537679,p < 0.05
669,Other,-1.30186968398307,p < 0.05
670,Other,0.544688002977606,p < 0.05
671,Other,-0.708154928670611,p < 0.05
672,Other,-0.53713384205271,p < 0.05
673,Other,-1.15248736535875,p < 0.05
674,Other,0.488043049428881,p < 0.05
675,Other,0.609704849266258,p < 0.05
676,Other,-0.48285414156161,p < 0.05
677,Other,0.52116267863056,p < 0.05
678,Other,0.710501380220632,p < 0.05
679,Other,0.851365639702964,p < 0.05
680,Other,-1.17643509908093,p < 0.05
681,Other,-0.670374154469353,p < 0.05
682,Other,0.652858169271779,p < 0.05
683,Other,-0.69954730544903,p < 0.05
684,Other,0.671076200622106,p < 0.05
685,Other,0.816376685165581,p < 0.05
686,Other,0.496430098048386,p < 0.05
687,Other,-0.591068050927241,p < 0.05
688,Other,0.996258346407862,p < 0.05
689,Other,0.612746244053815,p < 0.05
690,Other,0.497209730089412,p < 0.05
691,Other,0.80621953510172,p < 0.05
692,Other,0.807771070365917,p < 0.05
693,Other,-1.75938475494066,p < 0.05
694,Other,-1.13883397944556,p < 0.05
695,Other,0.433737816151749,p < 0.05
696,Other,-0.431045310328495,p < 0.05
697,Other,0.565286080336079,p < 0.05
698,Other,0.48098942109419,p < 0.05
699,Other,-0.68614328951033,p < 0.05
700,Other,0.868717811538793,p < 0.05
701,Other,0.540432326495606,p < 0.05
702,Other,-0.737078101123619,p < 0.05
703,Other,0.735578351086294,p < 0.05
704,Other,0.891816003060145,p < 0.05
705,Other,0.530182184941977,p < 0.05
706,Other,-0.522723011703286,p < 0.05
707,Other,0.475767777262924,p < 0.05
708,Other,0.730206163337801,p < 0.05
709,Other,0.475156565170979,p < 0.05
710,Other,-0.633632648427845,p < 0.05
711,Other,0.90315727538519,p < 0.05
712,Other,-0.795695612340377,p < 0.05
713,Other,0.581472079401762,p < 0.05
714,Other,0.587972939214196,p < 0.05
715,Other,-0.504697513550028,p < 0.05
716,Other,-0.890561577691006,p < 0.05
717,Other,-0.984040977629414,p < 0.05
718,Other,-0.427612791671246,p < 0.05
719,Other,-0.77493548532295,p < 0.05
720,Other,-0.914049337096211,p < 0.05
721,Other,0.528766256457615,p < 0.05
722,Other,-0.566335000903058,p < 0.05
723,Other,-0.495335700294679,p < 0.05
724,Other,-1.17934445849879,p < 0.05
725,Other,0.525654570719846,p < 0.05
726,Other,0.704512261014619,p < 0.05
727,Other,0.554591818472842,p < 0.05
728,Other,0.615494214799508,p < 0.05
729,Other,0.468248668426695,p < 0.05
730,Other,-0.617337603012391,p < 0.05
731,Other,-0.50868678329275,p < 0.05
732,Other,-0.495253377441419,p < 0.05
733,Other,0.628122970030232,p < 0.05
734,Other,0.538794919514084,p < 0.05
735,Other,-0.653519725450132,p < 0.05
736,Other,-1.29752617977158,p < 0.05
737,Other,0.818810382079707,p < 0.05
738,Other,1.35369733089027,p < 0.05
739,Other,-0.656570765418676,p < 0.05
740,Other,0.499817317591883,p < 0.05
741,Other,0.393090821419179,p < 0.05
742,Other,-1.42487704181192,p < 0.05
743,Other,0.616444914119721,p < 0.05
744,Other,0.497208171702932,p < 0.05
745,Other,-0.815506688161245,p < 0.05
746,Other,0.443793238220055,p < 0.05
747,Other,-0.499710980273695,p < 0.05
748,Other,-0.763398699989284,p < 0.05
749,Other,0.455492800314802,p < 0.05
750,Other,-0.514025327136695,p < 0.05
751,Other,-0.805818293760162,p < 0.05
752,Other,0.547328404438955,p < 0.05
753,Other,-0.832310980799343,p < 0.05
754,Other,0.535614859605596,p < 0.05
755,Other,-0.900108414371567,p < 0.05
756,Other,-0.657343332717466,p < 0.05
757,Other,-1.68923490318059,p < 0.05
758,Other,-0.914807597175326,p < 0.05
759,Other,-1.12438658276338,p < 0.05
760,Other,0.483721401011509,p < 0.05
761,Other,-0.548007317801932,p < 0.05
762,Other,0.456831241290825,p < 0.05
763,Other,0.426058858527439,p < 0.05
764,Other,-1.06387297490807,p < 0.05
765,Other,-1.0016412627789,p < 0.05
766,Other,-0.517801111130555,p < 0.05
767,Other,-1.08702619597304,p < 0.05
768,Other,0.449845670014994,p < 0.05
769,Other,0.542032410689623,p < 0.05
770,Other,-1.32326251269342,p < 0.05
771,Other,-0.506107414606249,p < 0.05
772,Other,-0.51266783853853,p < 0.05
773,Other,0.697421815313895,p < 0.05
774,Other,0.42211817496372,p < 0.05
775,Other,0.485037014658062,p < 0.05
776,Other,0.53963815314094,p < 0.05
777,Other,-0.856919227029742,p < 0.05
778,Other,-2.52372617617487,p < 0.05
779,Other,-1.91310255082187,p < 0.05
780,Other,-0.663489944221927,p < 0.05
781,Other,0.441112876234685,p < 0.05
782,Other,-0.383863112242797,p < 0.05
783,Other,0.655919779820081,p < 0.05
784,Other,0.481763695047465,p < 0.05
785,Other,-0.638869760532404,p < 0.05
786,Other,0.537011532722816,p < 0.05
787,Other,0.424170842558168,p < 0.05
788,Other,0.436532776590716,p < 0.05
789,Other,0.559854258030423,p < 0.05
790,Other,-0.845850601650775,p < 0.05
791,Other,-0.457009008171366,p < 0.05
792,Other,-0.681940271725816,p < 0.05
793,Other,-1.76748219067295,p < 0.05
794,Other,-0.707854778121785,p < 0.05
795,Other,-0.405962753036596,p < 0.05
796,Other,0.586267859818327,p < 0.05
797,Other,-1.01818045713368,p < 0.05
798,Other,0.442548131548511,p < 0.05
799,Other,-0.637787736140692,p < 0.05
800,Other,-1.03212229142075,p < 0.05
801,Other,-0.76913068993511,p < 0.05
802,Other,-0.414224268366697,p < 0.05
803,Other,0.507842989470789,p < 0.05
804,Other,-0.644701146079374,p < 0.05
805,Other,0.607844248272528,p < 0.05
806,Other,0.53530186091994,p < 0.05
807,Other,0.424139145749724,p < 0.05
808,Other,0.514738327451301,p < 0.05
809,Other,0.519244497001924,p < 0.05
810,Other,0.44021513077624,p < 0.05
811,Other,0.480236518913989,p < 0.05
812,Other,-1.39567284542849,p < 0.05
813,Other,-1.39699675945888,p < 0.05
814,Other,-0.406323819616318,p < 0.05
815,Other,-0.63944157983119,p < 0.05
816,Other,-0.45355061725743,p < 0.05
817,Other,-0.681330776371034,p < 0.05
818,Other,0.464731369754563,p < 0.05
819,Other,0.469105959754173,p < 0.05
820,Other,-0.456706486215963,p < 0.05
821,Other,0.486398470008792,p < 0.05
822,Other,-0.479951713902955,p < 0.05
823,Other,-0.484894196166282,p < 0.05
824,Other,-0.347035963275178,p < 0.05
825,Other,-0.624741339945671,p < 0.05
826,Other,0.511109772814643,p < 0.05
827,Other,0.470850455287781,p < 0.05
828,Other,0.462466606425145,p < 0.05
829,Other,-1.21799734667822,p < 0.05
830,Other,0.500691312244851,p < 0.05
831,Other,0.592784899520766,p < 0.05
832,Other,0.456404871493171,p < 0.05
833,Other,0.56166985819057,p < 0.05
834,Other,-0.36596496737202,p < 0.05
835,Other,0.711070539439034,p < 0.05
836,Other,0.350703678570097,p < 0.05
837,Other,0.509313567588108,p < 0.05
838,Other,0.512641196643789,p < 0.05
839,Other,-0.584819813813366,p < 0.05
840,Other,0.626765117574913,p < 0.05
841,Other,0.395518324684229,p < 0.05
842,Other,0.346819295405878,p < 0.05
843,Other,0.599622715424093,p < 0.05
844,Other,0.338014741656093,p < 0.05
845,Other,-0.440369994465101,p < 0.05
846,Other,0.356993077730915,p < 0.05
847,Other,-0.509044973310875,p < 0.05
848,Other,-0.480827176983991,p < 0.05
849,Other,0.396330471141952,p < 0.05
850,Other,0.46052495599949,p < 0.05
851,Other,0.498200014389036,p < 0.05
852,Other,0.430348533606253,p < 0.05
853,Other,0.428678977963881,p < 0.05
854,Other,0.411636290868823,p < 0.05
855,Other,0.478564213597333,p < 0.05
856,Other,0.381943475015048,p < 0.05
857,Other,0.445372327572166,p < 0.05
858,Other,-0.521094721430103,p < 0.05
859,Other,-0.433860965580734,p < 0.05
860,Other,0.499215498570413,p < 0.05
861,Other,-1.21971008223941,p < 0.05
862,Other,0.573199652040925,p < 0.05
863,Other,0.57844637931686,p < 0.05
864,Other,0.485789369663763,p > 0.05
865,Other,-0.373884434839473,p > 0.05
866,Other,-0.452951370796736,p > 0.05
867,Other,0.362356214546953,p > 0.05
868,Other,0.521271210810718,p > 0.05
869,Other,0.519720332661565,p > 0.05
870,Other,-0.391946729922755,p > 0.05
871,Other,0.367738833896724,p > 0.05
872,Other,-0.461784678515656,p > 0.05
873,Other,-0.784507290947848,p > 0.05
874,Other,-0.383453907048455,p > 0.05
875,Other,0.371727403692188,p > 0.05
876,Other,0.522725091063919,p > 0.05
877,Other,0.503361207343746,p > 0.05
878,Other,-0.497242834460611,p > 0.05
879,Other,-0.559257058107701,p > 0.05
880,Other,0.460207537260803,p > 0.05
881,Other,0.402938351489527,p > 0.05
882,Other,1.38081552235672,p > 0.05
883,Other,0.481353981519385,p > 0.05
884,Other,-0.782523040464713,p > 0.05
885,Other,-0.915819082490581,p > 0.05
886,Other,-0.636238857195296,p > 0.05
887,Other,-0.323417811824094,p > 0.05
888,Other,-0.727586385529961,p > 0.05
889,Other,-0.492203000751632,p > 0.05
890,Other,-0.4422213921226,p > 0.05
891,Other,0.485990238702319,p > 0.05
892,Other,-1.21166384185247,p > 0.05
893,Other,-0.408109710730038,p > 0.05
894,Other,-0.457787123095117,p > 0.05
895,Other,-0.653993050410427,p > 0.05
896,Other,0.380805876811304,p > 0.05
897,Other,0.470997203054726,p > 0.05
898,Other,-0.601488081276154,p > 0.05
899,Other,-1.16306655626599,p > 0.05
900,Other,-0.43336516629553,p > 0.05
901,Other,0.386056320113541,p > 0.05
902,Other,0.449492658492384,p > 0.05
903,Other,-0.402342273397458,p > 0.05
904,Other,-0.369904418415779,p > 0.05
905,Other,0.556055666118936,p > 0.05
906,Other,0.476874495202409,p > 0.05
907,Other,0.885443451313388,p > 0.05
908,Other,0.454999813201956,p > 0.05
909,Other,0.752034975835032,p > 0.05
910,Other,-0.374797115569749,p > 0.05
911,Other,0.367081785086725,p > 0.05
912,Other,-0.417999263480102,p > 0.05
913,Other,0.352525963756903,p > 0.05
914,Other,0.597856668135416,p > 0.05
915,Other,0.368000975604141,p > 0.05
916,Other,-0.490526567606192,p > 0.05
917,Other,-0.525786099122668,p > 0.05
918,Other,0.426236433810727,p > 0.05
919,Other,0.465744525764367,p > 0.05
920,Other,-1.34348344585041,p > 0.05
921,Other,-0.530544143539979,p > 0.05
922,Other,-0.883912121574353,p > 0.05
923,Other,0.607956249606321,p > 0.05
924,Other,-0.374809460484187,p > 0.05
925,Other,0.408522264513676,p > 0.05
926,Other,-0.489430122962901,p > 0.05
927,Other,-0.74110311182278,p > 0.05
928,Other,0.756300401445904,p > 0.05
929,Other,-0.360439821824044,p > 0.05
930,Other,-0.94024118949574,p > 0.05
931,Other,-0.437650171344012,p > 0.05
932,Other,0.335141617894624,p > 0.05
933,Other,-0.616768716525326,p > 0.05
934,Other,0.375495203958055,p > 0.05
935,Other,0.477985640935069,p > 0.05
936,Other,-0.31720383965287,p > 0.05
937,Other,-0.661486296478356,p > 0.05
938,Other,-2.08527612633495,p > 0.05
939,Other,0.524653816185499,p > 0.05
940,Other,0.407311387072882,p > 0.05
941,Other,0.493264223244277,p > 0.05
942,Other,0.370702851831467,p > 0.05
943,Other,0.464490009948147,p > 0.05
944,Other,-1.33435772960613,p > 0.05
945,Other,-0.45231022351952,p > 0.05
946,Other,-0.363059988020311,p > 0.05
947,Other,0.625445561617587,p > 0.05
948,Other,0.352229380356514,p > 0.05
949,Other,-1.00378945006307,p > 0.05
950,Other,-1.1782569516987,p > 0.05
951,Other,-0.641157873713078,p > 0.05
952,Other,0.484667726995628,p > 0.05
953,Other,0.711807286074112,p > 0.05
954,Other,0.309541391748069,p > 0.05
955,Other,-0.832033210042673,p > 0.05
956,Other,-0.43609052270222,p > 0.05
957,Other,-0.716025616597631,p > 0.05
958,Other,0.495079357768985,p > 0.05
959,Other,-0.525085051998015,p > 0.05
960,Other,0.454015045161654,p > 0.05
961,Other,-1.01826355655395,p > 0.05
962,Other,0.327414256323686,p > 0.05
963,Other,-0.606733136798568,p > 0.05
964,Other,-0.444848729884429,p > 0.05
965,Other,-0.633845816596307,p > 0.05
966,Other,-0.883806565719736,p > 0.05
967,Other,-1.02484773635593,p > 0.05
968,Other,-0.408640372746897,p > 0.05
969,Other,-0.445466915832968,p > 0.05
970,Other,0.361451195306451,p > 0.05
971,Other,0.636549866958174,p > 0.05
972,Other,0.494897784224259,p > 0.05
973,Other,0.4384872981199,p > 0.05
974,Other,0.327478874646208,p > 0.05
975,Other,0.416461148493361,p > 0.05
976,Other,0.572988540298346,p > 0.05
977,Other,-0.626180428686852,p > 0.05
978,Other,0.368520773031074,p > 0.05
979,Other,0.346416340558918,p > 0.05
980,Other,0.702644893541473,p > 0.05
981,Other,-1.11511172929531,p > 0.05
982,Other,-0.650941581244642,p > 0.05
983,Other,-0.400365359449053,p > 0.05
984,Other,-0.623675203331433,p > 0.05
985,Other,0.343216797308609,p > 0.05
986,Other,-4.34884438430584,p > 0.05
987,Other,0.267185965656242,p > 0.05
988,Other,0.374393739264803,p > 0.05
989,Other,-0.694311717677552,p > 0.05
990,Other,0.619898760761339,p > 0.05
991,Other,0.407537141035089,p > 0.05
992,Other,0.531308592472004,p > 0.05
993,Other,0.310937767277817,p > 0.05
994,Other,-0.453798409353031,p > 0.05
995,Other,-0.457323542643952,p > 0.05
996,Other,0.551649551750457,p > 0.05
997,Other,0.364884834084572,p > 0.05
998,Other,-0.518954442801371,p > 0.05
999,Other,-0.36056194855873,p > 0.05
1000,Other,1.05614089392249,p > 0.05
1001,Other,2.86509329336215,p > 0.05
1002,Other,-0.539907655375872,p > 0.05
1003,Other,0.456309049259533,p > 0.05
1004,Other,0.385467891600764,p > 0.05
1005,Other,-0.455091442320901,p > 0.05
1006,Other,0.579097399996724,p > 0.05
1007,Other,-0.749420736319557,p > 0.05
1008,Other,-0.402422196318121,p > 0.05
1009,Other,0.819978679061398,p > 0.05
1010,Other,0.666989011712191,p > 0.05
1011,Other,0.662373059336626,p > 0.05
1012,Other,-0.362673062773614,p > 0.05
1013,Other,-0.499547099036092,p > 0.05
1014,Other,0.535464148605725,p > 0.05
1015,Other,0.619195386290626,p > 0.05
1016,Other,0.341992982987525,p > 0.05
1017,Other,-0.347546980833524,p > 0.05
1018,Other,0.448468361909433,p > 0.05
1019,Other,-0.440713620902609,p > 0.05
1020,Other,0.442799111991663,p > 0.05
1021,Other,0.447704067844923,p > 0.05
1022,Other,0.32815883050048,p > 0.05
1023,Other,-0.471937931424436,p > 0.05
1024,Other,0.821985224762013,p > 0.05
1025,Other,-0.364539666156429,p > 0.05
1026,Other,0.361488583270178,p > 0.05
1027,Other,-1.44758111285543,p > 0.05
1028,Other,0.426687346778376,p > 0.05
1029,Other,0.374203513945337,p > 0.05
1030,Other,0.471494250122719,p > 0.05
1031,Other,2.32500436350662,p > 0.05
1032,Other,-0.348464627827747,p > 0.05
1033,Other,0.371285822982752,p > 0.05
1034,Other,-1.62993052403103,p > 0.05
1035,Other,0.382726329042231,p > 0.05
1036,Other,0.444769171573569,p > 0.05
1037,Other,0.644371525011453,p > 0.05
1038,Other,0.635121403809042,p > 0.05
1039,Other,0.312556977069195,p > 0.05
1040,Other,-0.43040783286211,p > 0.05
1041,Other,-0.739541416640463,p > 0.05
1042,Other,0.311283959214377,p > 0.05
1043,Other,0.458869821087699,p > 0.05
1044,Other,-0.511949934348347,p > 0.05
1045,Other,0.348018976619869,p > 0.05
1046,Other,0.576010615326957,p > 0.05
1047,Other,-0.988205115284833,p > 0.05
1048,Other,0.357615150643607,p > 0.05
1049,Other,0.399447500674378,p > 0.05
1050,Other,-0.657012917379026,p > 0.05
1051,Other,0.515345854032355,p > 0.05
1052,Other,-0.610337640512448,p > 0.05
1053,Other,-0.545048078204241,p > 0.05
1054,Other,0.408949490783356,p > 0.05
1055,Other,0.734846430078737,p > 0.05
1056,Other,0.350796949936104,p > 0.05
1057,Other,0.486084499899996,p > 0.05
1058,Other,-0.396244367988433,p > 0.05
1059,Other,0.511668911459124,p > 0.05
1060,Other,0.484347110589237,p > 0.05
1061,Other,-0.376934107832677,p > 0.05
1062,Other,-0.350824271257981,p > 0.05
1063,Other,-0.44977839903009,p > 0.05
1064,Other,0.364874347760477,p > 0.05
1065,Other,0.355149981874534,p > 0.05
1066,Other,0.355676483511386,p > 0.05
1067,Other,0.389141141883388,p > 0.05
1068,Other,0.929777049336123,p > 0.05
1069,Other,0.351739614761731,p > 0.05
1070,Other,0.397942777919629,p > 0.05
1071,Other,0.37900105570483,p > 0.05
1072,Other,-0.461550140109731,p > 0.05
1073,Other,-0.504159225476628,p > 0.05
1074,Other,-1.43234842093431,p > 0.05
1075,Other,0.421355012673094,p > 0.05
1076,Other,0.332081394672823,p > 0.05
1077,Other,0.51771601855008,p > 0.05
1078,Other,-0.294322549543376,p > 0.05
1079,Other,-0.412329194827956,p > 0.05
1080,Other,-0.264412425219198,p > 0.05
1081,Other,-0.340709846660801,p > 0.05
1082,Other,0.451186689156545,p > 0.05
1083,Other,-0.334230203266575,p > 0.05
1084,Other,-0.440628513004397,p > 0.05
1085,Other,-0.421776571979548,p > 0.05
1086,Other,0.300578135066381,p > 0.05
1087,Other,-1.05888630404736,p > 0.05
1088,Other,0.272044568510466,p > 0.05
1089,Other,0.591476772928763,p > 0.05
1090,Other,-0.354816309747669,p > 0.05
1091,Other,-0.5713937226385,p > 0.05
1092,Other,0.301190846926917,p > 0.05
1093,Other,-0.654591715825784,p > 0.05
1094,Other,-0.412982975817237,p > 0.05
1095,Other,-0.706406968548814,p > 0.05
1096,Other,-0.487441919388333,p > 0.05
1097,Other,0.270275084858203,p > 0.05
1098,Other,-0.330391138349556,p > 0.05
1099,Other,0.436706090346727,p > 0.05
1100,Other,-0.453630728053581,p > 0.05
1101,Other,0.299533600968491,p > 0.05
1102,Other,0.327418205002747,p > 0.05
1103,Other,0.384300154952624,p > 0.05
1104,Other,0.393184993997837,p > 0.05
1105,Other,0.344495417926534,p > 0.05
1106,Other,0.379761784255154,p > 0.05
1107,Other,1.1339706320403,p > 0.05
1108,Other,0.33220842066568,p > 0.05
1109,Other,-0.319955464867588,p > 0.05
1110,Other,0.369436213656932,p > 0.05
1111,Other,-0.305472707692281,p > 0.05
1112,Other,-0.574468709368364,p > 0.05
1113,Other,0.295575531813383,p > 0.05
1114,Other,-0.525026882220806,p > 0.05
1115,Other,-0.608359530411442,p > 0.05
1116,Other,0.320540622698407,p > 0.05
1117,Other,0.280133427562799,p > 0.05
1118,Other,-0.307958756411618,p > 0.05
1119,Other,0.318473416598541,p > 0.05
1120,Other,-0.297046542677566,p > 0.05
1121,Other,-0.380674412485734,p > 0.05
1122,Other,0.257851518659943,p > 0.05
1123,Other,-0.428290995317914,p > 0.05
1124,Other,-0.797250125202251,p > 0.05
1125,Other,-0.481503384828088,p > 0.05
1126,Other,-1.31010701900498,p > 0.05
1127,Other,0.378535349252998,p > 0.05
1128,Other,0.358071798816924,p > 0.05
1129,Other,0.504137290743809,p > 0.05
1130,Other,0.427405924720771,p > 0.05
1131,Other,0.500141043889986,p > 0.05
1132,Other,-0.772212725970422,p > 0.05
1133,Other,-0.439934960604228,p > 0.05
1134,Other,-0.426453396154687,p > 0.05
1135,Other,0.407969495655209,p > 0.05
1136,Other,0.385808130480946,p > 0.05
1137,Other,0.779830136091366,p > 0.05
1138,Other,-0.447702686403621,p > 0.05
1139,Other,0.319974756659558,p > 0.05
1140,Other,0.268413420396714,p > 0.05
1141,Other,-0.341115704803484,p > 0.05
1142,Other,0.330876485766788,p > 0.05
1143,Other,0.389299525733992,p > 0.05
1144,Other,-0.358622230830856,p > 0.05
1145,Other,-0.48571492542538,p > 0.05
1146,Other,0.27449248257569,p > 0.05
1147,Other,-1.6296583561904,p > 0.05
1148,Other,-1.11297895780933,p > 0.05
1149,Other,0.383372851109356,p > 0.05
1150,Other,-0.375765610438062,p > 0.05
1151,Other,0.35716507715921,p > 0.05
1152,Other,-0.373812977006799,p > 0.05
1153,Other,0.361446990010197,p > 0.05
1154,Other,-0.294421809110415,p > 0.05
1155,Other,-0.546020036378925,p > 0.05
1156,Other,0.414383704861071,p > 0.05
1157,Other,0.439579669387026,p > 0.05
1158,Other,-0.297884460464297,p > 0.05
1159,Other,-0.368284186744138,p > 0.05
1160,Other,-0.299969309968963,p > 0.05
1161,Other,0.304541313496495,p > 0.05
1162,Other,0.289661581476239,p > 0.05
1163,Other,-1.07579231621123,p > 0.05
1164,Other,0.305958855665626,p > 0.05
1165,Other,0.306702410878487,p > 0.05
1166,Other,-0.32595308369595,p > 0.05
1167,Other,0.359095656611454,p > 0.05
1168,Other,-0.283247579377653,p > 0.05
1169,Other,-0.422006948249014,p > 0.05
1170,Other,0.343772562522591,p > 0.05
1171,Other,0.344498447101895,p > 0.05
1172,Other,-0.410658726950529,p > 0.05
1173,Other,-0.353424920819249,p > 0.05
1174,Other,-0.278507506439737,p > 0.05
1175,Other,-2.93474649478811,p > 0.05
1176,Other,-0.463873763362743,p > 0.05
1177,Other,0.305635060494081,p > 0.05
1178,Other,0.554020901313318,p > 0.05
1179,Other,0.31460131269968,p > 0.05
1180,Other,0.342797691076192,p > 0.05
1181,Other,0.731715068393536,p > 0.05
1182,Other,-0.510224908128815,p > 0.05
1183,Other,1.68586929238699,p > 0.05
1184,Other,0.277234519933768,p > 0.05
1185,Other,-0.348169160264296,p > 0.05
1186,Other,0.263819747637585,p > 0.05
1187,Other,-0.475768537115919,p > 0.05
1188,Other,-0.73975619235715,p > 0.05
1189,Other,0.395823508308155,p > 0.05
1190,Other,0.350783363977848,p > 0.05
1191,Other,0.401666234246851,p > 0.05
1192,Other,0.486884391091446,p > 0.05
1193,Other,0.256380135426834,p > 0.05
1194,Other,0.272308719814289,p > 0.05
1195,Other,0.273574933064936,p > 0.05
1196,Other,0.697648287039879,p > 0.05
1197,Other,0.362242647990783,p > 0.05
1198,Other,-0.456995944308833,p > 0.05
1199,Other,-0.304496300087284,p > 0.05
1200,Other,-0.323845842193291,p > 0.05
1201,Other,-0.744349592430411,p > 0.05
1202,Other,0.296328439225907,p > 0.05
1203,Other,-0.36730170324715,p > 0.05
1204,Other,0.263568213298231,p > 0.05
1205,Other,-0.781417212923467,p > 0.05
1206,Other,-0.278962324539359,p > 0.05
1207,Other,-0.532405677579342,p > 0.05
1208,Other,-1.27047881391435,p > 0.05
1209,Other,0.29393097065715,p > 0.05
1210,Other,0.349486414513523,p > 0.05
1211,Other,0.440438182558415,p > 0.05
1212,Other,-0.434426880157153,p > 0.05
1213,Other,0.906176868404879,p > 0.05
1214,Other,0.275795389218858,p > 0.05
1215,Other,0.314325308148168,p > 0.05
1216,Other,-0.300412187099666,p > 0.05
1217,Other,-0.467479863045014,p > 0.05
1218,Other,0.380807278186617,p > 0.05
1219,Other,-0.482455438118322,p > 0.05
1220,Other,-0.441992622255196,p > 0.05
1221,Other,0.29893505405729,p > 0.05
1222,Other,-0.299689152421598,p > 0.05
1223,Other,-0.31135044924678,p > 0.05
1224,Other,-0.289941444707505,p > 0.05
1225,Other,-0.298312904179189,p > 0.05
1226,Other,0.411528946139938,p > 0.05
1227,Other,-0.536991977634476,p > 0.05
1228,Other,0.313577167062542,p > 0.05
1229,Other,-0.344081625186517,p > 0.05
1230,Other,-0.277008995269096,p > 0.05
1231,Other,0.28579518216174,p > 0.05
1232,Other,0.320129331659447,p > 0.05
1233,Other,-0.252532690208455,p > 0.05
1234,Other,-1.19577697894679,p > 0.05
1235,Other,-2.25032649109859,p > 0.05
1236,Other,0.535500874424903,p > 0.05
1237,Other,0.280832591042873,p > 0.05
1238,Other,-0.267785179773507,p > 0.05
1239,Other,-0.827816740389989,p > 0.05
1240,Other,0.343877255461546,p > 0.05
1241,Other,0.33932976079765,p > 0.05
1242,Other,0.238721077094781,p > 0.05
1243,Other,-0.340667717535183,p > 0.05
1244,Other,-0.457936311595589,p > 0.05
1245,Other,0.296139211810601,p > 0.05
1246,Other,-0.582861323437206,p > 0.05
1247,Other,-0.751674035068638,p > 0.05
1248,Other,-0.940946386839722,p > 0.05
1249,Other,-0.248818530715052,p > 0.05
1250,Other,-0.524892269779524,p > 0.05
1251,Other,0.228190308819154,p > 0.05
1252,Other,-0.531788742871069,p > 0.05
1253,Other,-0.417188359962425,p > 0.05
1254,Other,0.317167717202153,p > 0.05
1255,Other,-0.580358356974849,p > 0.05
1256,Other,0.535934879804366,p > 0.05
1257,Other,0.359669059971633,p > 0.05
1258,Other,-0.773267007704621,p > 0.05
1259,Other,-0.207586964851474,p > 0.05
1260,Other,0.325459719594203,p > 0.05
1261,Other,-0.388993418913275,p > 0.05
1262,Other,0.323368249267575,p > 0.05
1263,Other,-0.31905471482276,p > 0.05
